order_item_id,order_id,product_id,vendor_id,quantity,unit_price,discount_pct,item_status
117,O000038,P00653,V0194,5,324.89,0.0,delivered
118,O000038,P00365,V0133,2,196.79,0.03,delivered
119,O000038,P00687,V0180,1,640.75,0.0,delivered
120,O000038,P00036,V0051,2,1239.1,0.04,delivered
121,O000039,P00542,V0067,3,560.29,0.02,delivered
122,O000040,P00698,V0052,1,358.37,0.07,delivered
123,O000040,P00565,V0018,2,773.54,0.06,delivered
124,O000040,P00375,V0171,3,916.91,0.26,delivered
125,O000040,P00528,V0034,2,639.67,0.29,delivered
126,O000041,P00644,V0127,2,127.05,0.13,delivered
127,O000041,P00612,V0030,1,852.53,0.21,delivered
128,O000041,P00463,V0113,1,455.61,0.19,delivered
129,O000041,P00243,V0146,2,166.15,0.2,delivered
130,O000041,P00739,V0046,1,447.74,0.11,delivered
131,O000041,P00068,V0087,2,412.43,0.01,delivered
132,O000042,P00152,V0035,4,688.67,0.17,delivered
133,O000042,P00649,V0093,3,656.32,0.23,delivered
134,O000042,P00135,V0029,3,367.19,0.06,delivered
135,O000043,P00527,V0014,4,1425.91,0.04,delivered
136,O000043,P00251,V0124,2,210.51,0.1,delivered
137,O000044,P00219,V0121,1,394.71,0.24,delivered
138,O000044,P00673,V0193,1,1031.27,0.0,delivered
139,O000044,P00191,V0170,2,370.52,0.21,delivered
140,O000044,P00052,V0115,5,720.05,0.22,delivered
141,O000045,P00252,V0158,3,659.97,0.31,returned
142,O000045,P00434,V0197,2,337.8,0.19,returned
143,O000045,P00289,V0142,2,280.64,0.14,returned
144,O000046,P00288,V0053,5,379.15,0.0,delivered
145,O000046,P00382,V0139,2,625.72,0.0,delivered
146,O000046,P00709,V0057,2,891.17,0.22,delivered
147,O000047,P00139,V0069,1,802.18,0.18,delivered
148,O000047,P00160,V0136,1,1282.25,0.14,delivered
149,O000047,P00007,V0074,4,724.48,0.1,delivered
150,O000047,P00087,V0094,1,110.41,0.08,delivered
151,O000048,P00545,V0075,3,797.94,0.1,delivered
152,O000048,P00149,V0180,2,449.33,0.06,returned
153,O000048,P00186,V0026,4,450.19,0.33,delivered
154,O000048,P00191,V0170,4,414.63,0.12,delivered
155,O000048,P00332,V0006,3,468.96,0.2,delivered
156,O000048,P00532,V0104,2,506.14,0.0,delivered
157,O000049,P00156,V0200,2,899.38,0.05,delivered
158,O000049,P00710,V0182,3,796.45,0.1,delivered
159,O000049,P00328,V0069,1,868.32,0.08,delivered
160,O000050,P00502,V0193,1,418.16,0.24,delivered
161,O000050,P00131,V0067,5,486.68,0.31,delivered
162,O000050,P00375,V0171,2,1005.51,0.19,delivered
163,O000050,P00729,V0125,1,1064.04,0.0,delivered
164,O000051,P00039,V0100,1,421.87,0.0,delivered
165,O000051,P00315,V0043,2,533.62,0.19,delivered
166,O000051,P00009,V0123,3,507.38,0.08,delivered
167,O000051,P00674,V0104,3,257.48,0.04,delivered
168,O000051,P00550,V0134,2,839.5,0.0,delivered
169,O000052,P00623,V0081,1,424.1,0.4,delivered
170,O000052,P00096,V0018,2,602.33,0.07,delivered
171,O000053,P00526,V0003,4,965.51,0.08,delivered
172,O000053,P00336,V0014,1,950.61,0.04,delivered
173,O000054,P00010,V0102,5,833.39,0.18,cancelled
174,O000054,P00192,V0090,2,601.45,0.02,cancelled
175,O000054,P00530,V0069,1,487.12,0.07,cancelled
176,O000054,P00320,V0115,2,970.85,0.24,cancelled
177,O000055,P00442,V0144,2,596.65,0.2,delivered
178,O000055,P00667,V0089,2,713.93,0.13,delivered
179,O000055,P00512,V0038,1,208.46,0.12,delivered
180,O000056,P00367,V0080,3,396.35,0.1,delivered
181,O000056,P00097,V0056,3,220.28,0.3,delivered
182,O000056,P00746,V0049,2,779.04,0.16,delivered
183,O000057,P00293,V0036,1,380.2,0.15,delivered
184,O000057,P00404,V0190,2,708.2,0.15,delivered
185,O000057,P00725,V0119,3,415.02,0.19,delivered
186,O000057,P00460,V0113,1,486.8,0.02,delivered
187,O000058,P00305,V0140,2,164.64,0.15,returned
188,O000058,P00136,V0060,2,544.19,0.16,returned
189,O000059,P00613,V0039,2,311.35,0.0,delivered
190,O000059,P00712,V0008,3,344.5,0.23,delivered
191,O000060,P00620,V0164,1,487.07,0.25,delivered
192,O000060,P00399,V0139,3,484.86,0.23,delivered
193,O000061,P00003,V0189,1,844.73,0.09,delivered
194,O000061,P00599,V0008,4,182.07,0.13,delivered
195,O000061,P00308,V0120,2,807.13,0.17,delivered
196,O000061,P00203,V0190,3,553.94,0.08,delivered
197,O000062,P00574,V0131,1,496.85,0.16,returned
198,O000062,P00438,V0186,3,571.5,0.06,delivered
199,O000062,P00498,V0179,2,639.64,0.26,delivered
200,O000062,P00494,V0103,3,902.79,0.0,delivered
201,O000062,P00775,V0110,3,542.61,0.09,delivered
202,O000063,P00196,V0129,1,222.09,0.12,delivered
203,O000063,P00146,V0196,2,428.22,0.07,delivered
204,O000063,P00304,V0024,3,895.64,0.21,returned
205,O000063,P00312,V0160,1,369.55,0.34,delivered
206,O000064,P00685,V0119,2,126.36,0.14,delivered
207,O000064,P00732,V0063,1,901.6,0.09,delivered
208,O000064,P00224,V0063,3,512.38,0.04,delivered
209,O000065,P00389,V0156,2,537.4,0.18,delivered
210,O000065,P00493,V0175,2,570.91,0.12,delivered
211,O000066,P00108,V0140,1,532.43,0.21,delivered
212,O000066,P00680,V0144,2,579.54,0.34,delivered
213,O000067,P00146,V0196,2,379.25,0.18,delivered
214,O000067,P00413,V0021,2,1136.89,0.04,delivered
215,O000067,P00623,V0081,2,682.77,0.03,delivered
216,O000067,P00256,V0125,5,638.57,0.08,returned
217,O000067,P00482,V0144,4,947.7,0.24,delivered
218,O000068,P00149,V0180,2,421.99,0.12,delivered
219,O000069,P00756,V0153,2,816.48,0.23,delivered
220,O000069,P00553,V0091,3,676.09,0.0,delivered
221,O000070,P00182,V0197,1,483.84,0.2,delivered
222,O000070,P00383,V0182,2,258.33,0.1,delivered
223,O000071,P00455,V0152,2,183.35,0.07,delivered
224,O000071,P00018,V0139,1,588.91,0.17,delivered
225,O000071,P00786,V0047,3,514.75,0.26,delivered
226,O000072,P00565,V0018,2,668.33,0.19,delivered
227,O000072,P00318,V0053,2,1121.84,0.12,delivered
228,O000072,P00635,V0184,1,196.03,0.04,delivered
229,O000072,P00231,V0133,2,1012.65,0.2,delivered
230,O000073,P00477,V0006,1,1142.06,0.21,delivered
231,O000073,P00537,V0117,1,717.16,0.07,delivered
232,O000073,P00562,V0157,2,1117.97,0.0,delivered
233,O000073,P00146,V0196,2,461.98,0.0,returned
234,O000074,P00232,V0036,3,410.8,0.08,delivered
235,O000074,P00521,V0151,2,260.53,0.0,delivered
236,O000075,P00716,V0188,2,1195.81,0.06,delivered
237,O000076,P00075,V0103,3,460.13,0.11,returned
238,O000076,P00469,V0140,2,586.07,0.03,returned
239,O000076,P00647,V0118,5,704.46,0.23,returned
240,O000077,P00527,V0014,1,1165.02,0.21,delivered
241,O000077,P00304,V0024,1,1001.64,0.12,delivered
242,O000077,P00084,V0126,1,272.47,0.14,returned
243,O000077,P00799,V0120,2,843.12,0.25,delivered
244,O000078,P00790,V0020,3,259.91,0.02,delivered
245,O000078,P00278,V0119,2,533.48,0.05,delivered
246,O000079,P00380,V0020,2,872.57,0.19,returned
247,O000079,P00174,V0108,1,708.32,0.05,returned
248,O000079,P00734,V0081,1,811.45,0.13,returned
249,O000080,P00410,V0073,1,466.65,0.21,delivered
250,O000080,P00125,V0113,2,472.55,0.18,returned
251,O000080,P00595,V0021,2,828.44,0.0,delivered
252,O000080,P00466,V0134,5,717.29,0.3,delivered
253,O000081,P00086,V0112,3,588.38,0.11,returned
254,O000081,P00141,V0009,3,354.54,0.17,returned
255,O000081,P00329,V0053,4,983.07,0.19,returned
256,O000082,P00580,V0002,1,1189.0,0.11,delivered
257,O000082,P00218,V0166,2,740.33,0.02,delivered
258,O000083,P00718,V0063,2,731.96,0.06,delivered
259,O000083,P00087,V0094,5,96.1,0.2,delivered
260,O000083,P00661,V0118,1,328.3,0.13,delivered
261,O000084,P00358,V0026,2,353.82,0.22,delivered
262,O000084,P00196,V0129,2,213.09,0.15,delivered
263,O000084,P00348,V0077,3,872.19,0.21,delivered
264,O000084,P00171,V0014,1,770.9,0.14,delivered
265,O000084,P00601,V0003,2,330.68,0.07,delivered
266,O000085,P00090,V0068,1,387.79,0.0,cancelled
267,O000085,P00419,V0063,2,208.75,0.08,cancelled
268,O000086,P00629,V0105,2,597.46,0.01,delivered
269,O000086,P00508,V0152,1,1159.63,0.04,delivered
270,O000087,P00205,V0158,2,995.38,0.3,returned
271,O000087,P00776,V0145,1,163.04,0.13,delivered
272,O000088,P00524,V0129,1,362.47,0.04,delivered
273,O000088,P00129,V0118,2,671.27,0.23,delivered
274,O000089,P00679,V0013,4,420.7,0.06,delivered
275,O000089,P00475,V0087,2,475.05,0.18,delivered
276,O000090,P00733,V0095,5,205.49,0.0,delivered
277,O000090,P00488,V0038,3,737.78,0.1,delivered
278,O000090,P00013,V0152,1,1333.47,0.05,delivered
279,O000091,P00106,V0091,3,266.92,0.09,delivered
280,O000091,P00365,V0133,2,197.36,0.03,delivered
281,O000091,P00188,V0070,3,432.81,0.04,delivered
282,O000092,P00777,V0053,1,552.42,0.17,delivered
283,O000092,P00344,V0016,3,1371.79,0.05,delivered
284,O000092,P00766,V0125,2,242.35,0.03,delivered
285,O000093,P00250,V0126,1,371.86,0.22,delivered
286,O000093,P00422,V0029,5,373.1,0.0,delivered
287,O000093,P00747,V0023,1,432.82,0.19,delivered
288,O000093,P00597,V0158,1,527.05,0.18,delivered
289,O000094,P00055,V0197,2,646.38,0.07,delivered
290,O000094,P00468,V0102,3,185.56,0.07,delivered
291,O000095,P00279,V0085,1,591.01,0.13,delivered
292,O000095,P00274,V0187,3,170.06,0.08,delivered
293,O000095,P00304,V0024,1,855.48,0.25,returned
294,O000095,P00788,V0108,4,670.5,0.17,delivered
295,O000096,P00620,V0164,4,597.3,0.09,delivered
296,O000096,P00071,V0080,1,165.82,0.18,delivered
297,O000097,P00214,V0068,2,842.27,0.19,cancelled
298,O000097,P00357,V0137,3,489.09,0.24,cancelled
299,O000097,P00401,V0186,1,347.09,0.09,cancelled
300,O000098,P00459,V0007,1,994.89,0.18,delivered
301,O000098,P00619,V0132,2,145.94,0.18,delivered
302,O000098,P00620,V0164,1,536.27,0.18,delivered
303,O000098,P00265,V0118,4,229.09,0.09,delivered
304,O000098,P00674,V0104,4,254.58,0.05,delivered
305,O000099,P00144,V0010,3,584.38,0.0,delivered
306,O000100,P00424,V0174,5,807.68,0.0,delivered
307,O000100,P00413,V0021,4,1074.27,0.1,delivered
308,O000100,P00088,V0084,4,686.32,0.2,delivered
309,O000101,P00318,V0053,2,1250.47,0.02,delivered
310,O000101,P00398,V0171,5,147.68,0.08,delivered
311,O000102,P00170,V0075,3,358.68,0.2,delivered
312,O000102,P00094,V0146,2,261.57,0.0,delivered
313,O000102,P00696,V0113,3,569.76,0.01,delivered
314,O000102,P00308,V0120,3,756.92,0.22,delivered
315,O000102,P00313,V0119,2,266.4,0.0,delivered
316,O000102,P00125,V0113,1,461.05,0.2,delivered
317,O000103,P00040,V0008,2,340.81,0.09,delivered
318,O000103,P00352,V0098,3,172.14,0.14,delivered
319,O000103,P00312,V0160,2,558.5,0.0,delivered
320,O000103,P00639,V0052,3,535.56,0.17,delivered
321,O000103,P00324,V0077,2,236.53,0.09,delivered
322,O000104,P00276,V0105,3,1438.89,0.0,returned
323,O000104,P00731,V0053,2,683.06,0.28,delivered
324,O000105,P00043,V0144,2,604.2,0.0,delivered
325,O000105,P00077,V0034,4,557.67,0.05,delivered
326,O000105,P00501,V0175,2,306.55,0.09,delivered
327,O000106,P00593,V0135,2,1266.24,0.1,delivered
328,O000106,P00474,V0033,1,1172.21,0.0,delivered
329,O000107,P00162,V0142,1,619.11,0.09,delivered
330,O000107,P00638,V0110,4,686.82,0.24,delivered
331,O000108,P00593,V0135,1,1236.82,0.12,delivered
332,O000108,P00428,V0175,2,254.78,0.11,delivered
333,O000108,P00153,V0103,2,613.38,0.09,delivered
334,O000108,P00379,V0170,3,137.32,0.13,delivered
335,O000108,P00109,V0133,2,916.63,0.07,returned
336,O000109,P00197,V0017,2,379.2,0.04,returned
337,O000109,P00482,V0144,4,1065.34,0.15,delivered
338,O000110,P00396,V0095,2,108.88,0.03,delivered
339,O000110,P00571,V0096,1,582.78,0.02,delivered
340,O000110,P00097,V0056,1,245.37,0.22,delivered
341,O000110,P00250,V0126,2,431.57,0.1,delivered
342,O000111,P00224,V0063,2,445.52,0.17,delivered
343,O000111,P00679,V0013,1,387.02,0.14,delivered
344,O000111,P00140,V0117,1,645.86,0.0,delivered
345,O000112,P00261,V0128,4,530.44,0.1,returned
346,O000112,P00385,V0121,4,690.3,0.05,returned
347,O000112,P00111,V0199,2,673.49,0.09,returned
348,O000112,P00362,V0005,4,946.43,0.15,returned
349,O000112,P00514,V0108,1,707.98,0.09,returned
350,O000112,P00703,V0169,3,147.52,0.18,returned
351,O000113,P00686,V0165,3,508.73,0.2,returned
352,O000113,P00750,V0073,1,380.74,0.28,returned
353,O000113,P00537,V0117,2,652.73,0.15,returned
354,O000113,P00380,V0020,2,1004.91,0.07,returned
355,O000113,P00225,V0128,2,667.73,0.12,returned
356,O000114,P00414,V0022,3,671.77,0.07,cancelled
357,O000114,P00243,V0146,1,159.33,0.23,cancelled
358,O000115,P00621,V0048,1,578.09,0.1,delivered
359,O000115,P00217,V0025,1,311.7,0.06,delivered
360,O000116,P00112,V0086,3,542.72,0.14,delivered
361,O000116,P00696,V0113,4,451.37,0.22,delivered
362,O000116,P00302,V0071,3,230.63,0.25,delivered
363,O000117,P00037,V0174,2,914.23,0.15,delivered
364,O000117,P00354,V0143,2,519.03,0.28,delivered
365,O000118,P00272,V0159,1,139.48,0.25,returned
366,O000118,P00452,V0089,3,748.9,0.0,delivered
367,O000119,P00030,V0171,5,469.05,0.26,cancelled
368,O000119,P00077,V0034,2,541.58,0.08,cancelled
369,O000119,P00635,V0184,1,146.46,0.28,cancelled
370,O000119,P00343,V0180,1,560.55,0.17,cancelled
371,O000120,P00224,V0063,2,507.05,0.05,delivered
372,O000120,P00610,V0146,3,175.87,0.07,delivered
373,O000120,P00320,V0115,2,1193.12,0.07,delivered
374,O000120,P00728,V0095,2,346.17,0.04,delivered
375,O000121,P00694,V0074,3,976.22,0.12,delivered
376,O000121,P00407,V0062,5,594.74,0.21,delivered
377,O000122,P00021,V0061,3,472.3,0.16,delivered
378,O000122,P00340,V0121,2,737.78,0.16,delivered
379,O000122,P00715,V0137,2,935.6,0.09,delivered
380,O000122,P00744,V0146,3,595.68,0.1,delivered
381,O000123,P00155,V0161,5,229.09,0.14,delivered
382,O000123,P00250,V0126,2,442.58,0.07,delivered
383,O000123,P00668,V0042,3,894.47,0.06,delivered
384,O000123,P00444,V0111,1,374.1,0.2,delivered
385,O000123,P00093,V0067,4,790.51,0.0,delivered
386,O000123,P00319,V0020,3,701.38,0.28,delivered
387,O000124,P00570,V0074,1,788.77,0.0,delivered
388,O000124,P00014,V0161,1,145.99,0.15,delivered
389,O000124,P00126,V0134,1,1032.98,0.11,delivered
390,O000124,P00055,V0197,2,654.76,0.06,delivered
391,O000124,P00622,V0142,2,434.88,0.17,delivered
392,O000125,P00302,V0071,1,210.47,0.32,delivered
393,O000125,P00543,V0164,1,260.71,0.16,delivered
394,O000125,P00065,V0199,2,863.52,0.02,delivered
395,O000125,P00273,V0029,1,1128.58,0.24,delivered
396,O000125,P00624,V0049,3,551.84,0.16,delivered
397,O000126,P00359,V0003,3,182.52,0.15,cancelled
398,O000126,P00512,V0038,3,224.17,0.06,cancelled
399,O000126,P00467,V0135,3,128.82,0.13,cancelled
400,O000127,P00564,V0040,2,918.02,0.1,returned
401,O000127,P00763,V0008,3,1216.13,0.13,returned
402,O000128,P00085,V0008,2,135.42,0.18,cancelled
403,O000129,P00704,V0012,4,504.1,0.25,delivered
404,O000129,P00667,V0089,2,653.47,0.21,delivered
405,O000130,P00147,V0058,5,613.51,0.18,delivered
406,O000130,P00120,V0029,2,378.4,0.13,delivered
407,O000130,P00427,V0111,1,1172.32,0.1,delivered
408,O000130,P00689,V0010,2,111.46,0.21,delivered
409,O000130,P00770,V0188,3,671.01,0.15,delivered
410,O000130,P00379,V0170,3,127.04,0.19,delivered
411,O000131,P00742,V0113,3,943.99,0.21,delivered
412,O000131,P00103,V0061,2,991.03,0.1,delivered
413,O000131,P00782,V0019,2,287.61,0.18,delivered
414,O000132,P00147,V0058,1,524.36,0.3,delivered
415,O000132,P00003,V0189,3,632.26,0.32,returned
416,O000133,P00022,V0131,3,748.12,0.0,returned
417,O000133,P00361,V0047,1,377.06,0.09,returned
418,O000133,P00062,V0073,1,597.43,0.09,returned
419,O000134,P00314,V0035,2,881.17,0.16,delivered
420,O000134,P00757,V0009,2,601.17,0.09,delivered
421,O000134,P00337,V0167,2,501.98,0.1,delivered
422,O000134,P00772,V0067,3,1213.97,0.15,delivered
423,O000134,P00128,V0166,3,488.63,0.05,delivered
424,O000135,P00737,V0147,3,370.87,0.0,delivered
425,O000135,P00542,V0067,2,479.18,0.16,delivered
426,O000135,P00545,V0075,3,666.52,0.24,delivered
427,O000136,P00096,V0018,5,622.45,0.03,delivered
428,O000136,P00417,V0065,3,722.18,0.0,delivered
429,O000136,P00488,V0038,2,687.68,0.17,delivered
430,O000136,P00059,V0160,2,241.51,0.02,delivered
431,O000136,P00313,V0119,4,250.03,0.06,delivered
432,O000137,P00174,V0108,3,741.87,0.0,delivered
433,O000137,P00601,V0003,1,325.59,0.09,delivered
434,O000137,P00217,V0025,1,290.28,0.12,delivered
435,O000137,P00340,V0121,4,783.81,0.11,delivered
436,O000138,P00335,V0015,3,215.0,0.1,cancelled
437,O000138,P00165,V0071,2,247.74,0.0,cancelled
438,O000138,P00086,V0112,3,468.17,0.29,cancelled
439,O000139,P00727,V0008,1,229.7,0.03,delivered
440,O000139,P00374,V0086,2,558.66,0.04,delivered
441,O000140,P00771,V0200,4,317.19,0.12,delivered
442,O000140,P00126,V0134,1,859.75,0.26,delivered
443,O000141,P00266,V0072,2,282.32,0.04,delivered
444,O000142,P00799,V0120,1,1121.59,0.0,returned
445,O000142,P00766,V0125,5,250.53,0.0,returned
446,O000142,P00434,V0197,1,340.02,0.18,returned
447,O000143,P00661,V0118,1,356.75,0.05,delivered
448,O000143,P00756,V0153,2,882.31,0.17,returned
449,O000143,P00177,V0048,2,410.47,0.1,delivered
450,O000144,P00267,V0192,3,292.41,0.0,delivered
451,O000144,P00711,V0194,4,316.51,0.2,delivered
452,O000145,P00214,V0068,3,815.91,0.22,delivered
453,O000146,P00265,V0118,1,204.36,0.19,delivered
454,O000146,P00274,V0187,5,167.37,0.1,delivered
455,O000146,P00193,V0041,2,696.1,0.13,delivered
456,O000147,P00340,V0121,3,860.75,0.02,returned
457,O000148,P00256,V0125,2,484.95,0.3,cancelled
458,O000148,P00522,V0036,2,89.61,0.13,cancelled
459,O000149,P00478,V0190,1,671.58,0.2,delivered
460,O000149,P00068,V0087,1,400.15,0.04,delivered
461,O000149,P00630,V0072,2,267.55,0.06,delivered
462,O000150,P00349,V0093,2,348.6,0.24,delivered
463,O000150,P00053,V0135,2,331.89,0.05,delivered
464,O000150,P00106,V0091,2,268.18,0.09,delivered
465,O000151,P00362,V0005,1,851.45,0.23,cancelled
466,O000151,P00689,V0010,2,124.4,0.12,cancelled
467,O000152,P00311,V0029,1,510.98,0.18,delivered
468,O000152,P00755,V0055,3,249.66,0.0,delivered
469,O000152,P00429,V0153,3,828.5,0.15,delivered
470,O000152,P00423,V0180,2,493.26,0.17,delivered
471,O000152,P00267,V0192,4,257.43,0.12,delivered
472,O000152,P00340,V0121,2,774.13,0.12,delivered
473,O000153,P00536,V0079,2,832.4,0.08,delivered
474,O000153,P00506,V0106,1,672.08,0.13,delivered
475,O000153,P00709,V0057,1,975.96,0.14,delivered
476,O000154,P00255,V0111,1,569.38,0.0,delivered
477,O000154,P00226,V0135,4,382.18,0.07,delivered
478,O000154,P00585,V0186,1,496.91,0.23,delivered
479,O000155,P00060,V0173,1,1082.51,0.0,delivered
480,O000155,P00246,V0191,5,238.79,0.03,delivered
481,O000155,P00751,V0118,2,359.59,0.26,delivered
482,O000155,P00701,V0059,2,247.12,0.3,delivered
483,O000155,P00117,V0023,1,183.83,0.03,delivered
484,O000156,P00507,V0172,2,341.14,0.0,delivered
485,O000157,P00531,V0179,3,259.62,0.01,delivered
486,O000157,P00041,V0068,2,895.06,0.02,delivered
487,O000157,P00205,V0158,3,1257.15,0.11,delivered
488,O000157,P00586,V0135,3,187.73,0.13,returned
489,O000157,P00588,V0026,2,509.52,0.22,delivered
490,O000157,P00402,V0046,3,905.14,0.12,delivered
491,O000158,P00526,V0003,4,881.31,0.16,delivered
492,O000158,P00611,V0050,1,387.44,0.3,delivered
493,O000158,P00719,V0072,2,469.61,0.21,delivered
494,O000158,P00430,V0144,2,541.14,0.16,delivered
495,O000159,P00486,V0168,2,400.28,0.07,delivered
496,O000159,P00002,V0069,2,996.37,0.0,delivered
